timestamp_utc | replicas
2026-09-26T00:42:07.9420148Z | 1
2026-09-26T00:42:17.1268998Z | 1
2026-09-26T00:42:26.6456725Z | 1
2026-09-26T00:42:40.2697066Z | 1
2026-09-26T00:42:48.9895220Z | 3
2026-09-26T00:42:57.8642909Z | 3
2026-09-26T00:43:15.8015078Z | 3
2026-09-26T00:43:24.5801042Z | 3
2026-09-26T00:43:33.1629851Z | 3
2026-09-26T00:43:52.1264554Z | 3
2026-09-26T00:44:04.7068038Z | 3
2026-09-26T00:44:13.2691790Z | 3
2026-09-26T00:44:22.2786591Z | 3
